"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","AUS088-Set7aB11_S23.final.scaffolds.fasta.nohead.fasta","AUS089-Set7bE2_S2.final.scaffolds.fasta.nohead.fasta","AUS52.fasta","DUN-003B-Set9aC9_S33.final.scaffolds.fasta.nohead.fasta","DUN-004-Set9aC10_S34.final.scaffolds.fasta.nohead.fasta","ILPAO1.fasta.BRIGfmt.fasta.BRIGfmt.fasta","MC_post.fasta.BRIGfmt.fasta.BRIGfmt.fasta","MC_pre.fasta.BRIGfmt.fasta.BRIGfmt.fasta","MF_post.fasta.BRIGfmt.fasta.BRIGfmt.fasta","MF_pre.fasta.BRIGfmt.fasta.BRIGfmt.fasta","MH_post.fasta.BRIGfmt.fasta.BRIGfmt.fasta","MH_pre.fasta.BRIGfmt.fasta.BRIGfmt.fasta","MJ_post.fasta.BRIGfmt.fasta.BRIGfmt.fasta","MJ_pre.fasta.BRIGfmt.fasta.BRIGfmt.fasta","MK_post.fasta.BRIGfmt.fasta.BRIGfmt.fasta","MK_pre.fasta.BRIGfmt.fasta.BRIGfmt.fasta","M_post.fasta.BRIGfmt.fasta.BRIGfmt.fasta","M_pre.fasta.BRIGfmt.fasta.BRIGfmt.fasta","Pseudomonas_aeruginosa_PAO1_107.fna"
"tehA_1","","Tellurite resistance protein TehA","2","2","1","1","1065","1","869","","365","848","606","","","","","","","","","","","CABJIOEI_02861","","","LGGGIJGP_01488","","","","",""
"group_2783","recF_2","DNA replication and repair protein RecF","2","2","1","1","3634","1","5774","","542","1073","807","","","","","","","","","","","CABJIOEI_02877","","","LGGGIJGP_03981","","","","",""
"treA_2","","Periplasmic trehalase","2","2","1","1","2666","1","1884","","893","1547","1220","","","","","","","","","","","CABJIOEI_03064","","","LGGGIJGP_03197","","","","",""
"ompN_1","","Outer membrane protein N","2","2","1","1","1073","1","1848","","779","1133","956","","","","","","","","","","","CABJIOEI_02900","","","LGGGIJGP_01482","","","","",""
"mutS2","","N-succinylarginine dihydrolase","2","2","1","1","6215","1","6270","","551","1406","978","","","","","","","","","","","CABJIOEI_03502","","","LGGGIJGP_01603","","","","",""
"trmD_1","","tRNA (guanine-N(1)-)-methyltransferase","2","2","1","1","3414","1","7112","","560","767","663","","","","","","","","","","","CABJIOEI_02932","","","LGGGIJGP_01085","","","","",""
"dbpA_1","","ATP-dependent RNA helicase DbpA","2","2","1","1","1374","1","6382","","902","3440","2171","","","","","","","","","","","CABJIOEI_02946","","","LGGGIJGP_02559","","","","",""
"msbA_2","","Lipid A export ATP-binding/permease protein MsbA","2","2","1","1","692","1","1718","","545","1748","1146","","","","","","","","","","","CABJIOEI_03088","","","LGGGIJGP_04445","","","","",""
"group_2821","rlmN_1","Dual-specificity RNA methyltransferase RlmN","2","2","1","1","2823","1","119","","617","1154","885","","","","","","","","","","","CABJIOEI_03031","","","LGGGIJGP_01208","","","","",""
"group_2824","yjiA_1","putative GTP-binding protein YjiA","2","2","1","1","4562","1","5845","","269","956","612","","","","","","","","","","","CABJIOEI_03035","","","LGGGIJGP_01213","","","","",""
"group_2825","","putative autotransporter","2","2","1","1","4606","1","199","","488","1256","872","","","","","","","","","","","CABJIOEI_03038","","","LGGGIJGP_01295","","","","",""
"group_2827","mdtK_1","Multidrug resistance protein MdtK","2","2","1","1","4640","1","200","","758","1373","1065","","","","","","","","","","","CABJIOEI_03039","","","LGGGIJGP_01294","","","","",""
"yidA","","Sugar phosphatase YidA","2","2","1","1","5036","1","4881","","689","812","750","","","","","","","","","","","CABJIOEI_03047","","","LGGGIJGP_01551","","","","",""
"group_2832","","hypothetical protein","2","2","1","1","5977","1","343","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","353","1460","906","","","","","","","","","","","CABJIOEI_03051","","","LGGGIJGP_03605","","","","",""
"priA_1","","Primosomal protein N'","2","2","1","1","5974","1","349","","1067","2198","1632","","","","","","","","","","","CABJIOEI_03053","","","LGGGIJGP_02494","","","","",""
"group_2836","adh","Alcohol dehydrogenase","2","2","1","1","2956","1","1102","","128","1052","590","","","","","","","","","","","CABJIOEI_03056","","","LGGGIJGP_02885","","","","",""
"group_2837","ydaF_1","Putative ribosomal N-acetyltransferase YdaF","2","2","1","1","3294","1","570","","224","584","404","","","","","","","","","","","CABJIOEI_03096","","","LGGGIJGP_00395","","","","",""
"bcsZ_2","","Endoglucanase","2","2","1","1","6397","1","22","","785","1106","945","","","","","","","","","","","CABJIOEI_03100","","","LGGGIJGP_02226","","","","",""
"ahr","","Aldehyde reductase Ahr","2","2","1","1","5509","1","6859","","584","1091","837","","","","","","","","","","","CABJIOEI_03104","","","LGGGIJGP_02248","","","","",""
"livJ_1","","Leu/Ile/Val-binding protein","2","2","1","1","5510","1","6860","","641","1103","872","","","","","","","","","","","CABJIOEI_03105","","","LGGGIJGP_03958","","","","",""
"group_2845","malP_5","Maltodextrin phosphorylase","2","2","1","1","3333","1","212","","917","1355","1136","","","","","","","","","","","CABJIOEI_03109","","","LGGGIJGP_02639","","","","",""
"tnaB","","Low affinity tryptophan permease","2","2","1","1","4306","1","2069","","203","1247","725","","","","","","","","","","","CABJIOEI_03111","","","LGGGIJGP_01129","","","","",""
"group_2849","","hypothetical protein","2","2","1","1","2687","1","163","","953","1172","1062","","","","","","","","","","","CABJIOEI_03120","","","LGGGIJGP_02544","","","","",""
"ftsI_1","","Peptidoglycan D,D-transpeptidase FtsI","2","2","1","1","6773","1","1808","","1592","1766","1679","","","","","","","","","","","CABJIOEI_03164","","","LGGGIJGP_03246","","","","",""
"murE_1","","UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase","2","2","1","1","6772","1","1809","","587","1283","935","","","","","","","","","","","CABJIOEI_03165","","","LGGGIJGP_03245","","","","",""
"group_2858","aroH_2","Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive","2","2","1","1","5786","1","3732","","1046","1499","1272","","","","","","","","","","","CABJIOEI_04633","","","LGGGIJGP_03445","","","","",""
"dgoA","","2-dehydro-3-deoxy-6-phosphogalactonate aldolase","2","2","1","1","874","1","1040","","314","617","465","","","","","","","","","","","CABJIOEI_03206","","","LGGGIJGP_00116","","","","",""
"deoA_2","","Thymidine phosphorylase","2","2","1","1","3537","1","2430","","263","1322","792","","","","","","","","","","","CABJIOEI_03222","","","LGGGIJGP_01468","","","","",""
"fecD","","Fe(3+) dicitrate transport system permease protein FecD","2","2","1","1","3318","1","1220","","293","956","624","","","","","","","","","","","CABJIOEI_03233","","","LGGGIJGP_02452","","","","",""
"group_2870","glmS_1","Glutamine--fructose-6-phosphate aminotransferase [isomerizing]","2","2","1","1","2304","1","3738","","152","1703","927","","","","","","","","","","","CABJIOEI_03247","","","LGGGIJGP_01919","","","","",""
"group_2872","garP","putative galactarate transporter","2","2","1","1","4045","1","1985","","341","1334","837","","","","","","","","","","","CABJIOEI_03266","","","LGGGIJGP_03155","","","","",""
"yfbR","","5'-deoxynucleotidase YfbR","2","2","1","1","6239","1","7242","","356","599","477","","","","","","","","","","","CABJIOEI_03269","","","LGGGIJGP_04308","","","","",""
"torS","","Sensor protein TorS","2","2","1","1","1147","1","1432","","2036","2423","2229","","","","","","","","","","","CABJIOEI_03283","","","LGGGIJGP_02801","","","","",""
"hscA_2","","Chaperone protein HscA","2","2","1","1","6829","1","5670","","1751","1850","1800","","","","","","","","","","","CABJIOEI_03299","","","LGGGIJGP_04134","","","","",""
"mhpA","","3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase","2","2","1","1","6835","1","6702","","128","1664","896","","","","","","","","","","","CABJIOEI_03305","","","LGGGIJGP_01954","","","","",""
"group_2887","glpD_1","Aerobic glycerol-3-phosphate dehydrogenase","2","2","1","1","1406","1","6815","","611","1115","863","","","","","","","","","","","CABJIOEI_03319","","","LGGGIJGP_02693","","","","",""
"uppP_1","","Undecaprenyl-diphosphatase","2","2","1","1","5212","1","679","","821","1403","1112","","","","","","","","","","","CABJIOEI_03325","","","LGGGIJGP_01516","","","","",""
"glpB_2","","Anaerobic glycerol-3-phosphate dehydrogenase subunit B","2","2","1","1","1801","1","717","","533","1259","896","","","","","","","","","","","CABJIOEI_03330","","","LGGGIJGP_02641","","","","",""
"lolC","","Lipoprotein-releasing system transmembrane protein LolC","2","2","1","1","6671","1","1842","","317","1199","758","","","","","","","","","","","CABJIOEI_03337","","","LGGGIJGP_04096","","","","",""
"efeB","","Deferrochelatase/peroxidase EfeB","2","2","1","1","1097","1","6840","","356","1271","813","","","","","","","","","","","CABJIOEI_03350","","","LGGGIJGP_02910","","","","",""
"birA_1","","PhoH-like protein","2","2","1","1","728","1","1062","","392","1073","732","","","","","","","","","","","CABJIOEI_03356","","","LGGGIJGP_02142","","","","",""
"rnd_1","","Ribonuclease D","2","2","1","1","6930","1","2466","","662","1115","888","","","","","","","","","","","CABJIOEI_03378","","","LGGGIJGP_01855","","","","",""
"pyrD_1","","Dihydroorotate dehydrogenase (quinone)","2","2","1","1","3955","1","6771","","242","1010","626","","","","","","","","","","","CABJIOEI_03386","","","LGGGIJGP_00477","","","","",""
"uxuA","","Mannonate dehydratase","2","2","1","1","1509","1","2395","","497","1106","801","","","","","","","","","","","CABJIOEI_03392","","","LGGGIJGP_01737","","","","",""
"ybaT_2","","Inner membrane transport protein YbaT","2","2","1","1","3349","1","6850","","833","1292","1062","","","","","","","","","","","CABJIOEI_03421","","","LGGGIJGP_03159","","","","",""
"group_2919","rbsA_3","putative diguanylate cyclase YedQ","2","2","1","1","3345","1","6867","","1013","1502","1257","","","","","","","","","","","CABJIOEI_03425","","","LGGGIJGP_01267","","","","",""
"group_2922","gcvT_1","Aminomethyltransferase","2","2","1","1","3496","1","1684","","188","1094","641","","","","","","","","","","","CABJIOEI_03428","","","LGGGIJGP_01994","","","","",""
"mdtG_2","","Multidrug resistance protein MdtG","2","2","1","1","3491","1","6552","","605","1226","915","","","","","","","","","","","CABJIOEI_03431","","","LGGGIJGP_02692","","","","",""
"feoB_1","","Fe(2+) transporter FeoB","2","2","1","1","4777","1","6517","","920","2321","1620","","","","","","","","","","","CABJIOEI_03435","","","LGGGIJGP_02840","","","","",""
"group_2928","mlaA_1","putative phospholipid-binding lipoprotein MlaA","2","2","1","1","3104","1","6170","","263","755","509","","","","","","","","","","","CABJIOEI_03461","","","LGGGIJGP_02195","","","","",""
"group_293","ccoN1_4","Cbb3-type cytochrome c oxidase subunit CcoN1","2","2","1","1","7654","1","6900","","494","494","494","","","","","","","","","","","","","","LGGGIJGP_05365","BGKEFAEA_04974","","","",""
"group_2930","ptsI_4","Phosphoenolpyruvate-protein phosphotransferase","2","2","1","1","705","1","146","","227","1496","861","","","","","","","","","","","CABJIOEI_03467","","","LGGGIJGP_01960","","","","",""
"ydcZ_2","","Inner membrane protein YdcZ","2","2","1","1","2429","1","615","","296","449","372","","","","","","","","","","","CABJIOEI_03483","","","LGGGIJGP_01314","","","","",""
"group_2934","fhuA_1","Ferrichrome-iron receptor","2","2","1","1","3941","1","6799","","308","2243","1275","","","","","","","","","","","CABJIOEI_03490","","","LGGGIJGP_01773","","","","",""
"perR_2","","HTH-type transcriptional regulator PerR","2","2","1","1","2280","1","1840","","578","893","735","","","","","","","","","","","CABJIOEI_03515","","","LGGGIJGP_04090","","","","",""
"group_2937","","hypothetical protein","2","2","1","1","2275","1","1853","","1151","1151","1151","","","","","","","","","","","CABJIOEI_03517","","","LGGGIJGP_04092","","","","",""
"gpsA_1","","Glycerol-3-phosphate dehydrogenase [NAD(P)+]","2","2","1","1","812","1","6145","","323","512","417","","","","","","","","","","","CABJIOEI_04677","","","LGGGIJGP_03879","","","","",""
"group_2939","trpD_1","Anthranilate phosphoribosyltransferase 2","2","2","1","1","1085","1","1506","","752","962","857","","","","","","","","","","","CABJIOEI_03528","","","LGGGIJGP_01968","","","","",""
"hyi_2","","Hydroxypyruvate isomerase","2","2","1","1","2273","1","3778","","281","776","528","","","","","","","","","","","CABJIOEI_03540","","","LGGGIJGP_03095","","","","",""
"nuoB_1","","NADH-quinone oxidoreductase subunit B","2","2","1","1","5961","1","7808","","563","692","627","","","","","","","","","","","CABJIOEI_04021","","","LGGGIJGP_01369","","","","",""
"plaP","","Low-affinity putrescine importer PlaP","2","2","1","1","3459","1","517","","284","1358","821","","","","","","","","","","","CABJIOEI_03573","","","LGGGIJGP_04362","","","","",""
"frc","","Formyl-CoA:oxalate CoA-transferase","2","2","1","1","6298","1","513","","890","1250","1070","","","","","","","","","","","CABJIOEI_03577","","","LGGGIJGP_03225","","","","",""
"nnr_1","","Bifunctional NAD(P)H-hydrate repair enzyme Nnr","2","2","1","1","2279","1","820","","500","1532","1016","","","","","","","","","","","CABJIOEI_03594","","","LGGGIJGP_04089","","","","",""
"ydhP_3","","Inner membrane transport protein YdhP","2","2","1","1","2907","1","7065","","545","1268","906","","","","","","","","","","","CABJIOEI_03603","","","LGGGIJGP_00541","","","","",""
"sbcC_1","","Nuclease SbcCD subunit C","2","2","1","1","2906","1","7063","","89","1937","1013","","","","","","","","","","","CABJIOEI_03604","","","LGGGIJGP_00542","","","","",""
"group_2959","glpK_2","Glycerol kinase","2","2","1","1","3244","1","7361","","833","1508","1170","","","","","","","","","","","CABJIOEI_03634","","","LGGGIJGP_02438","","","","",""
"group_296","ccoN1_2","Cbb3-type cytochrome c oxidase subunit CcoN1","2","2","1","1","7719","1","1357","","236","257","246","","","","","","","","","","","CABJIOEI_00003","","","","","BKCAIGBL_00009","","",""
"acm","","Lysozyme M1","2","2","1","1","4543","1","7732","","818","869","843","","","","","","","","","","","CABJIOEI_03617","","","LGGGIJGP_03938","","","","",""
"glpF_1","","Glycerol uptake facilitator protein","2","2","1","1","3243","1","7362","","326","845","585","","","","","","","","","","","CABJIOEI_03635","","","LGGGIJGP_01262","","","","",""
"group_2968","baeR_2","Transcriptional regulatory protein BaeR","2","2","1","1","1342","1","7352","","251","722","486","","","","","","","","","","","CABJIOEI_03671","","","LGGGIJGP_03272","","","","",""
"baeS_1","","Signal transduction histidine-protein kinase BaeS","2","2","1","1","2369","1","1704","","977","1403","1190","","","","","","","","","","","CABJIOEI_03672","","","LGGGIJGP_01733","","","","",""
"atoE_2","","Putative short-chain fatty acid transporter","2","2","1","1","5541","1","2056","","791","1322","1056","","","","","","","","","","","CABJIOEI_03690","","","LGGGIJGP_02340","","","","",""
"group_2973","tyrR_1","Transcriptional regulatory protein TyrR","2","2","1","1","2395","1","3225","","950","1541","1245","","","","","","","","","","","CABJIOEI_03694","","","LGGGIJGP_02746","","","","",""
"ndh_1","","NADH dehydrogenase","2","2","1","1","3824","1","7546","","1151","1304","1227","","","","","","","","","","","CABJIOEI_03708","","","LGGGIJGP_03344","","","","",""
"folK_1","","2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase","2","2","1","1","4837","1","3546","","182","479","330","","","","","","","","","","","CABJIOEI_03728","","","LGGGIJGP_02267","","","","",""
"group_2979","cusS_1","Sensor kinase CusS","2","2","1","1","4590","1","4483","","833","1232","1032","","","","","","","","","","","CABJIOEI_03734","","","LGGGIJGP_01299","","","","",""
"group_298","ccoN1_4","Cbb3-type cytochrome c oxidase subunit CcoN1","2","2","1","1","10851","1","5060","","383","758","570","","","","","","","","","","LEACNAEK_02005","","","","","","BKCAIGBL_00032","","",""
"yhdE_2","","Maf-like protein YhdE","2","2","1","1","6333","1","5659","","209","593","401","","","","","","","","","","","CABJIOEI_03743","","","LGGGIJGP_01332","","","","",""
"rng_1","","Ribonuclease G","2","2","1","1","6332","1","5660","","956","1469","1212","","","","","","","","","","","CABJIOEI_03744","","","LGGGIJGP_01333","","","","",""
"ybdK","","Putative glutamate--cysteine ligase 2","2","2","1","1","6686","1","6975","","329","1079","704","","","","","","","","","","","CABJIOEI_03750","","","LGGGIJGP_01095","","","","",""
"group_2987","","hypothetical protein","2","2","1","1","6734","1","6979","","140","140","140","","","","","","","","","","","CABJIOEI_03753","","","LGGGIJGP_03825","","","","",""
"nhaA","","putative N-acetylneuraminic acid outer membrane channel protein NanC","2","2","1","1","6732","1","6977","","1001","1025","1013","","","","","","","","","","","CABJIOEI_03755","","","LGGGIJGP_03823","","","","",""
"group_2992","","Electron transfer flavoprotein-ubiquinone oxidoreductase","2","2","1","1","3475","1","1090","","878","1271","1074","","","","","","","","","","","CABJIOEI_03775","","","LGGGIJGP_01583","","","","",""
"radD_1","","Putative DNA repair helicase RadD","2","2","1","1","5637","1","7057","","410","878","644","","","","","","","","","","","CABJIOEI_03786","","","LGGGIJGP_04318","","","","",""
"ppsR_1","","Phosphoenolpyruvate synthase regulatory protein","2","2","1","1","5785","1","3733","","272","752","512","","","","","","","","","","","CABJIOEI_04632","","","LGGGIJGP_03444","","","","",""
"group_3007","phoQ_2","Sensor protein PhoQ","2","2","1","1","6412","1","856","","1145","1460","1302","","","","","","","","","","","CABJIOEI_03832","","","LGGGIJGP_04154","","","","",""
"fdm","","Formaldehyde dismutase","2","2","1","1","5171","1","7121","","353","1238","795","","","","","","","","","","","CABJIOEI_03837","","","LGGGIJGP_02223","","","","",""
